0,3
1,8
2,5
3,3
4,0
5,0
6,2
7,1
8,1
9,8
10,12
11,26
12,29
13,47
14,35
15,40
16,41
17,15
18,9
19,6
20,11
21,3
22,11
23,15
24,4
25,1
26,1
27,2
28,2
29,0
30,0
31,0
32,1
33,7
34,16
35,20
36,11
37,4
38,19
39,9
40,7
41,10
42,1
43,5
44,11
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,1
53,1
54,7
55,11
56,10
57,13
58,8
59,11
60,14
61,9
62,11
63,9
64,8
65,3
66,3
67,0
68,1
69,0
70,0
71,0
72,0
73,0
74,0
75,2
76,2
77,2
78,5
79,7
80,12
81,18
82,9
83,17
84,15
85,10
86,3
87,2
88,1
89,0
90,1
91,2
92,0
93,0
94,0
95,0
96,0
97,0
98,1
99,3
100,6
101,4
102,12
103,5
104,6
105,10
106,7
107,4
108,4
109,3
110,5
111,7
112,3
113,1
114,1
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,3
123,6
124,3
125,2
126,6
127,12
128,11
129,8
130,12
131,9
132,5
133,3
134,3
135,0
136,1
137,4
138,4
139,2
140,0
141,0
142,0
143,8
144,8
145,20
146,9
147,16
148,19
149,9
150,9
151,7
152,9
153,5
154,9
155,7
156,3
157,1
158,0
159,2
160,1
161,1
162,1
163,3
164,0
165,0
166,0
167,0
168,1
169,0
170,0
171,5
172,2
173,8
174,7
175,12
176,5
177,8
178,5
179,3
180,4
181,0
182,2
183,1
184,0
185,1
186,0
187,0
188,0
189,0
190,0
191,0
192,1
193,0
194,0
195,0
196,2
197,4
198,6
199,8
200,5
201,13
202,3
203,4
204,1
205,0
206,1
207,5
208,0
209,2
210,1
211,0
212,0
213,1
214,0
215,0
216,2
217,4
218,2
219,0
220,2
221,5
222,4
223,0
224,2
225,4
226,4
227,1
228,3
229,1
230,1
231,2
232,0
233,2
234,0
235,0
236,0
237,0
238,2
239,3
240,3
241,3
242,4
243,2
244,6
245,3
246,2
247,4
248,6
249,1
250,0
251,0
252,0
253,1
254,1
255,0
256,0
257,0
258,0
259,0
260,0
261,3
262,3
263,0
264,3
265,3
266,0
267,0
268,1
269,5
270,0
271,2
272,1
273,2
274,0
275,1
276,1
277,1
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,5
286,2
287,2
288,4
289,3
290,2
291,3
292,5
293,2
294,4
295,3
296,1
297,0
298,0
299,0
300,1
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,2
309,0
310,4
311,6
312,2
313,4
314,5
315,9
316,3
317,4
318,5
319,3
320,0
321,4
322,2
323,1
431,2
432,0
433,0
434,0
435,0
436,0
437,0
438,3
439,2
440,0
441,2
442,2
443,3
444,5
445,7
446,3
447,4
448,3
449,3
450,5
451,0
452,2
453,1
454,0
455,0
456,4
457,0
458,0
459,0
460,1
461,1
462,1
463,4
464,2
465,5
466,3
467,1
468,2
469,10
470,8
471,7
472,7
473,3
474,4
475,1
476,5
477,3
478,1
479,0
480,0
481,0
482,0
483,0
484,1
485,4
486,6
487,2
488,9
489,2
490,4
491,4
492,4
493,5
494,5
495,2
496,4
497,1
498,1
499,2
500,4
501,3
502,0
503,0
504,0
505,0
506,2
507,0
508,3
509,3
510,5
511,3
512,8
513,9
514,15
515,9
516,8
517,10
518,3
519,1
520,2
521,2
522,1
523,1
524,3
525,1
526,5
527,1
528,0
529,0
530,0
531,0
532,0
533,3
534,3
535,1
536,10
537,10
538,5
539,11
540,8
541,14
542,2
543,6
544,5
545,3
546,2
547,7
548,2
549,4
550,0
551,3
552,0
553,0
554,0
555,0
556,2
557,7
558,15
559,28
560,48
561,47
562,47
563,52
564,42
565,24
566,13
567,1
568,5
569,5
570,5
571,4
572,1
573,1
574,0
575,0
576,1
577,1
578,1
579,6
580,7
581,3
582,6
583,11
584,7
585,10
586,8
587,4
588,16
589,9
590,5
591,5
592,6
593,3
594,3
595,6
596,4
597,0
598,1
599,0
600,0
601,0
602,0
603,3
604,7
605,7
606,4
607,1
608,2
609,2
610,3
611,6
612,4
613,4
614,1
615,1
616,3
617,8
618,0
619,3
620,0
621,0
622,1
623,0
624,0
625,0
626,4
627,1
628,4
629,8
630,1
631,4
632,2
633,2
634,3
635,7
636,9
637,2
638,1
639,0
640,0
641,4
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,5
651,1
652,1
653,1
654,4
655,3
656,6
657,0
658,4
659,6
660,3
661,2
662,4
663,2
664,4
665,1
666,2
667,1
668,0
669,0
670,1
671,1
672,4
673,8
674,5
675,12
676,7
677,21
678,17
679,12
680,14
681,18
682,9
683,7
684,2
685,1
686,2
687,5
688,3
689,2
690,2
691,3
692,0
693,0
694,1
695,2
696,2
697,5
698,13
699,30
700,27
701,32
702,30
703,47
704,42
705,24
706,4
707,2
708,1
709,9
710,6
711,1
712,5
713,1
714,1
715,4
716,0
717,2
718,0
719,1
720,12
721,19
722,26
723,58
724,62
725,51
726,40
727,28
728,30
729,17
730,11
731,15
732,6
733,5
734,3
735,3
736,1
737,0
738,1
739,0
740,0
741,1
742,2
743,7
744,8
745,9
746,10
747,27
748,27
749,14
750,19
751,16
752,25
753,11
754,12
755,5
756,8
757,1
758,1
877,0
878,0
879,0
880,0
881,0
882,1
883,0
884,2
885,10
886,8
887,13
888,8
889,6
890,13
891,18
892,7
893,10
894,12
895,10
896,4
897,2
898,8
899,3
900,2
901,3
902,0
903,0
904,3
905,1
906,0
907,1
908,2
909,13
910,7
911,11
912,8
913,20
914,35
915,21
916,19
917,27
918,30
919,8
920,6
921,9
922,3
923,4
924,0
925,3
926,0
927,1
928,0
929,0
930,1
931,1
932,1
933,4
934,10
935,7
936,10
937,7
938,13
939,18
940,6
941,6
942,17
943,6
944,5
945,1
946,3
947,3
948,0
949,0
950,0
951,0
952,0
953,1
954,0
955,1
956,0
957,6
958,12
959,10
960,16
961,10
962,13
963,30
964,31
965,17
966,22
967,15
968,5
969,9
970,6
971,4
972,6
973,4
974,5
975,5
976,0
977,0
978,0
979,1
980,5
981,11
982,15
983,34
984,43
985,46
986,60
987,80
988,83
989,74
990,60
991,37
992,27
993,12
994,12
995,16
996,10
997,11
998,12
999,5
1000,2
1001,0
1002,1
1003,0
1004,1
1005,4
1006,4
1007,18
1008,10
1009,22
1010,12
1011,3
1012,3
1013,2
1014,0
1015,0
1016,3
1017,1
1018,0
1019,0
1020,0
1021,0
1022,0
1023,1
1024,0
1025,3
1026,3
1027,11
1028,5
1029,15
1030,19
1031,28
1032,16
1033,21
1034,32
1035,26
1036,27
1037,19
1038,11
1039,5
1040,1
1041,1
1042,0
1043,1
1044,0
1045,1
1046,5
1047,0
1048,2
1049,3
1050,9
1051,10
1052,11
1053,25
1054,26
1055,29
1056,25
1057,16
1058,35
1059,26
1060,39
1061,21
1062,9
1063,2
1064,7
1065,11
1066,3
1067,0
1068,0
1069,1
1070,1
1071,0
1072,1
1073,5
1074,18
1075,11
1076,5
1077,8
1078,15
1079,14
1080,17
1081,10
1082,15
1083,10
1084,18
1085,12
1086,11
1087,4
1088,10
1089,4
1090,1
1091,3
1092,0
1093,0
1094,1
1095,0
1096,1
1097,1
1098,1
1099,0
1100,6
1101,4
1102,1
1103,0
1104,3
1105,1
1106,2
1107,2
1108,5
1109,9
1110,1
1111,4
1112,1
1113,0
1114,0
1115,2
1116,0
1117,1
1118,1
1119,10
1120,15
1121,13
1122,18
1123,14
1124,15
1125,15
1126,25
1127,21
1128,18
1129,23
1130,19
1131,7
1132,6
1133,10
1134,11
1135,3
1136,4
1137,3
1138,0
1139,1
1140,0
1141,0
1142,2
1143,4
1144,9
1145,25
1146,21
1147,36
1148,51
1149,62
1150,70
1151,81
1152,100
1153,99
1154,54
1155,26
1156,22
1157,36
1158,7
1159,11
1160,3
1161,10
1162,6
1163,4
1164,0
1165,0
1166,2
1167,11
1168,8
1169,36
1170,88
1171,74
1172,97
1173,144
1174,149
1175,124
1176,98
1177,55
1178,28
1179,23
1180,9
1181,8
1182,5
1183,4
1184,0
1185,0
1186,0
1187,0
1188,1
1189,4
1190,24
1191,13
1192,27
1193,26
1194,40
1195,24
1196,27
1197,24
1198,27
1199,42
1200,25
1201,17
1202,23
1203,5
1204,4
1205,2
1323,0
1324,0
1325,0
1326,0
1327,0
1328,1
1329,2
1330,4
1331,8
1332,11
1333,12
1334,17
1335,15
1336,18
1337,26
1338,30
1339,42
1340,36
1341,36
1342,16
1343,2
1344,9
1345,10
1346,12
1347,3
1348,4
1349,1
1350,1
1351,0
1352,1
1353,5
1354,2
1355,10
1356,22
1357,41
1358,72
1359,84
1360,56
1361,97
1362,72
1363,111
1364,89
1365,69
1366,71
1367,29
1368,24
1369,14
1370,20
1371,8
1372,8
1373,5
1374,3
1375,3
1376,1
1377,10
1378,13
1379,18
1380,68
1381,111
1382,139
1383,166
1384,219
1385,240
1386,174
1387,147
1388,148
1389,71
1390,51
1391,24
1392,8
1393,7
1394,9
1395,1
1396,7
1397,1
1398,1
1399,1
1400,0
1401,3
1402,7
1403,31
1404,24
1405,35
1406,58
1407,59
1408,47
1409,47
1410,47
1411,59
1412,83
1413,78
1414,51
1415,40
1416,19
1417,17
1418,18
1419,10
1420,10
1421,0
1422,1
1423,0
1424,0
1425,2
1426,10
1427,9
1428,2
1429,3
1430,1
1431,6
1432,5
1433,9
1434,6
1435,17
1436,27
1437,19
1438,12
1439,4
1440,8
1441,3
1442,3
1443,0
1444,0
1445,0
1446,0
1447,0
1448,1
1449,4
1450,3
1451,17
1452,8
1453,21
1454,23
1455,22
1456,29
1457,35
1458,34
1459,27
1460,53
1461,43
1462,36
1463,15
1464,18
1465,13
1466,11
1467,5
1468,2
1469,0
1470,0
1471,0
1472,0
1473,5
1474,8
1475,23
1476,15
1477,29
1478,36
1479,39
1480,36
1481,46
1482,27
1483,52
1484,63
1485,68
1486,34
1487,37
1488,19
1489,18
1490,9
1491,4
1492,3
1493,3
1494,0
1495,0
1496,1
1497,2
1498,4
1499,13
1500,17
1501,10
