0,1,0,0,1,9.84,14.395,81,0.0,2011,1,1,0,5
1,1,0,0,1,9.02,13.635,80,0.0,2011,1,1,1,5
2,1,0,0,1,9.02,13.635,80,0.0,2011,1,1,2,5
3,1,0,0,1,9.84,14.395,75,0.0,2011,1,1,3,5
4,1,0,0,1,9.84,14.395,75,0.0,2011,1,1,4,5
5,1,0,0,2,9.84,12.88,75,6.0032,2011,1,1,5,5
6,1,0,0,1,9.02,13.635,80,0.0,2011,1,1,6,5
7,1,0,0,1,8.2,12.88,86,0.0,2011,1,1,7,5
8,1,0,0,1,9.84,14.395,75,0.0,2011,1,1,8,5
9,1,0,0,1,13.12,17.425,76,0.0,2011,1,1,9,5
10,1,0,0,1,15.58,19.695,76,16.9979,2011,1,1,10,5
11,1,0,0,1,14.76,16.665,81,19.0012,2011,1,1,11,5
12,1,0,0,1,17.22,21.21,77,19.0012,2011,1,1,12,5
13,1,0,0,2,18.86,22.725,72,19.9995,2011,1,1,13,5
14,1,0,0,2,18.86,22.725,72,19.0012,2011,1,1,14,5
15,1,0,0,2,18.04,21.97,77,19.9995,2011,1,1,15,5
16,1,0,0,2,17.22,21.21,82,19.9995,2011,1,1,16,5
17,1,0,0,2,18.04,21.97,82,19.0012,2011,1,1,17,5
18,1,0,0,3,17.22,21.21,88,16.9979,2011,1,1,18,5
19,1,0,0,3,17.22,21.21,88,16.9979,2011,1,1,19,5
20,1,0,0,2,16.4,20.455,87,16.9979,2011,1,1,20,5
21,1,0,0,2,16.4,20.455,87,12.998,2011,1,1,21,5
22,1,0,0,2,16.4,20.455,94,15.0013,2011,1,1,22,5
23,1,0,0,2,18.86,22.725,88,19.9995,2011,1,1,23,5
24,1,0,0,2,18.86,22.725,88,19.9995,2011,1,2,0,6
25,1,0,0,2,18.04,21.97,94,16.9979,2011,1,2,1,6
26,1,0,0,2,17.22,21.21,100,19.0012,2011,1,2,2,6
27,1,0,0,2,18.86,22.725,94,12.998,2011,1,2,3,6
28,1,0,0,2,18.86,22.725,94,12.998,2011,1,2,4,6
29,1,0,0,3,17.22,21.21,77,19.9995,2011,1,2,6,6
30,1,0,0,2,16.4,20.455,76,12.998,2011,1,2,7,6
31,1,0,0,3,16.4,20.455,71,15.0013,2011,1,2,8,6
32,1,0,0,2,15.58,19.695,76,15.0013,2011,1,2,9,6
33,1,0,0,2,14.76,17.425,81,15.0013,2011,1,2,10,6
34,1,0,0,2,14.76,16.665,71,16.9979,2011,1,2,11,6
35,1,0,0,2,14.76,16.665,66,19.9995,2011,1,2,12,6
36,1,0,0,2,14.76,17.425,66,8.9981,2011,1,2,13,6
37,1,0,0,3,14.76,17.425,76,12.998,2011,1,2,14,6
38,1,0,0,3,13.94,16.665,81,11.0014,2011,1,2,15,6
39,1,0,0,3,13.94,16.665,71,11.0014,2011,1,2,16,6
40,1,0,0,1,13.94,16.665,57,12.998,2011,1,2,17,6
41,1,0,0,2,14.76,16.665,46,22.0028,2011,1,2,18,6
42,1,0,0,1,13.12,14.395,42,30.0026,2011,1,2,19,6
43,1,0,0,1,12.3,13.635,39,23.9994,2011,1,2,20,6
44,1,0,0,1,10.66,11.365,44,22.0028,2011,1,2,21,6
45,1,0,0,1,9.84,10.605,44,19.9995,2011,1,2,22,6
46,1,0,0,1,9.02,11.365,47,11.0014,2011,1,2,23,6
47,1,0,1,1,9.02,9.85,44,23.9994,2011,1,3,0,0
48,1,0,1,1,8.2,8.335,44,27.9993,2011,1,3,1,0
49,1,0,1,1,6.56,6.82,47,26.0027,2011,1,3,4,0
50,1,0,1,1,6.56,6.82,47,19.0012,2011,1,3,5,0
51,1,0,1,1,5.74,5.305,50,26.0027,2011,1,3,6,0
52,1,0,1,1,5.74,6.82,50,12.998,2011,1,3,7,0
53,1,0,1,1,5.74,6.06,50,19.0012,2011,1,3,8,0
54,1,0,1,1,6.56,6.82,43,26.0027,2011,1,3,9,0
55,1,0,1,1,7.38,8.335,43,16.9979,2011,1,3,10,0
56,1,0,1,1,8.2,9.09,40,22.0028,2011,1,3,11,0
57,1,0,1,1,9.02,10.605,35,19.9995,2011,1,3,12,0
58,1,0,1,1,9.84,10.605,35,19.0012,2011,1,3,13,0
59,1,0,1,1,10.66,12.12,30,19.0012,2011,1,3,14,0
60,1,0,1,1,10.66,12.12,30,16.9979,2011,1,3,15,0
61,1,0,1,1,10.66,12.12,30,16.9979,2011,1,3,16,0
62,1,0,1,1,9.84,11.365,30,15.0013,2011,1,3,17,0
63,1,0,1,1,9.84,12.88,32,7.0015,2011,1,3,18,0
64,1,0,1,1,8.2,12.88,47,0.0,2011,1,3,19,0
65,1,0,1,1,8.2,11.365,47,7.0015,2011,1,3,20,0
66,1,0,1,1,7.38,9.85,64,8.9981,2011,1,3,21,0
67,1,0,1,1,5.74,7.575,69,8.9981,2011,1,3,22,0
68,1,0,1,1,7.38,10.605,55,7.0015,2011,1,3,23,0
69,1,0,1,1,6.56,9.09,55,7.0015,2011,1,4,0,1
70,1,0,1,1,6.56,9.09,59,7.0015,2011,1,4,1,1
71,1,0,1,1,5.74,7.575,63,8.9981,2011,1,4,2,1
72,1,0,1,1,5.74,9.09,63,6.0032,2011,1,4,4,1
73,1,0,1,1,4.92,7.575,68,7.0015,2011,1,4,5,1
74,1,0,1,1,4.92,7.575,74,7.0015,2011,1,4,6,1
75,1,0,1,1,4.92,7.575,74,8.9981,2011,1,4,7,1
76,1,0,1,1,5.74,7.575,69,11.0014,2011,1,4,8,1
77,1,0,1,1,6.56,7.575,64,15.0013,2011,1,4,9,1
78,1,0,1,2,6.56,6.82,69,22.0028,2011,1,4,10,1
